HouseID,Area_sqft,Bedrooms,Bathrooms,Age_years,City,FurnishingStatus,Parking,MainRoad,Price
H0126,1145,4,3,28,Pune,furnished,1,Yes,5347834.05
H0044,3115,3,4,8,Mumbai,Unfurnished,0,Y,18472293.0
H0058,2355,2,2,28,Mumbai,SEMI-FURNISHED,2,Y,14798536.33
H0249,983,2,1,25,Pune, Unfurnished,0,no,3448470.24
H0423,1143,2,1,21,Hyderabad,semi-furnished,1,YES,4194566.84
H0183,1660,5,3,16,Chennai,Semi-Furnished,1,yes,6489235.4
H0274,885,3,4,24,Hyderabad, Unfurnished,1,YES,3319357.07
H0164,1517,5,4,6,Pune, Furnished ,2,Y,7183119.62
H0518,929,3,4,20,Bengaluru,FURNISHED,1,Yes,5336935.49
H0180,2488,3,2,2,Mumbai, Unfurnished,2,YES,14711424.22
H0084,4278,5,3,27,Pune,SEMI-FURNISHED,2,No,16380404.21
H0390,2591,1,1,5,Hyderabad,UNFURNISHED,3,no,8342068.67
H0348,1860,3,3,2,Delhi,,0,NO,9718113.82
H0435,661,3,1,20,Hyderabad, Furnished ,3,NO,3005684.52
H0189,3202,4,2,15,Pune,semi-furnished,2,Yes,12732907.8
H0384,3051,2,3,30,Delhi,semi-furnished,2,YES,15436825.03
H0023,3017,4,2,24,Pune,SEMI-FURNISHED,3,NO,11959932.88
H0478,1267,5,4,19,Pune,Furnished,0,no,6016606.83
H0255,3450,3,1,33,Pune,unfurnished,0,YES,12234752.81
H0218,4298,4,1,33,Delhi,furnished,1,Y,24227072.41
H0154,1746,2,2,17,Chennai,FURNISHED,2,yes,6607500.32
H0391,4411,1,1,26,Chennai,UNFURNISHED,1,yes,14190787.38
H0129,1281,3,3,5,Bengaluru,Unfurnished,1,yes,6503988.18
H0290,3162,1,2,2,Chennai,furnished,2,yes,11750700.18
H0063,2072,2,1,23,Mumbai,Unfurnished,2,no,11989261.03
H0225,3198,1,1,31,Pune,SEMI-FURNISHED,1,YES,11936989.73
H0366,4211,4,4,34,Pune,Unfurnished,2,YES,15738478.79
H0411,2690,5,2,35,Bengaluru,unfurnished,0,yes,12388654.9
H0238,2742,2,3,24,Delhi,unfurnished,3,no,13602423.63
H0185,3127,1,2,16,Chennai,Unfurnished,3,no,10105342.22
H0169,3523,1,2,9,Bengaluru,Unfurnished,1,yes,15767730.29
H0325,2894,2,1,2,Mumbai,semi-furnished,0,no,17665609.8
H0194,1401,1,2,31,Hyderabad,Furnished,3,NO,5184588.77
H0285,2042,3,1,3,Pune,UNFURNISHED,1,YES,7508479.01
H0442,1179,1,2,10,Mumbai,Semi-Furnished,1,Y,7378734.85
H0050,2667,2,3,33,Mumbai,UNFURNISHED,2,no,15833209.93
H0020,4371,3,2,2,Hyderabad, Furnished ,0,Yes,16832019.85
H0239,1403,1,2,21,Chennai,unfurnished,1,No,4807763.09
H0333,3539,5,4,3,Delhi, Furnished ,2,YES,20530569.1
H0464,4306,1,1,31,Bengaluru,SEMI-FURNISHED,1,Yes,19962667.33
H0360,645,1,,18,Hyderabad,Semi-Furnished,0,YES,2167389.92
H0191,3849,1,2,21,Bengaluru,furnished,2,Y,19873925.89
H0257,3375,3,3,6,Chennai,semi-furnished,1,Y,12029888.21
H0456,1959,4,2,22,Bengaluru,unfurnished,3,N,9601249.2
H0241,2086,5,3,30,Delhi,Unfurnished,0,Yes,10694774.18
H0124,536,4,4,21,Delhi,Unfurnished,3,yes,3130674.66
H0219,1832,4,2,9,Pune,semi-furnished,0,YES,7195410.82
H0028,3966,4,3,0,Hyderabad,SEMI-FURNISHED,1,Yes,14339686.31
H0152,2822,3,1,34,Bengaluru,Semi-Furnished,2,YES,13488226.43
H0140,1556,4,3,0,Hyderabad,Furnished,0,N,6222404.53
H0462,3945,2,3,35,Chennai,Furnished,0,no,14646572.95
H0334,1056,1,1,20,Pune,Furnished,0,N,4034237.0
H0115,2484,1,2,8,Mumbai,semi-furnished,0,yes,15389180.84
H0145,1532,1,2,6,Bengaluru,furnished,1,yes,7910729.38
H0291,1251,3,2,32,Hyderabad, Furnished ,2,N,5042877.04
H0277,3029,5,4,20,Mumbai,semi-furnished,1,yes,19308612.22
H0048,4236,2,3,21,Hyderabad,semi-furnished,2,YES,14542890.64
H0365,804,4,2,10,Bengaluru,semi-furnished,2,yes,4260749.61
H0269,3507,3,1,10,Bengaluru, Furnished ,1,Yes,18354444.64
H0083,3870,2,1,31,Pune,SEMI-FURNISHED,3,no,14331596.21
H0167,1369,4,1,2,Bengaluru,Semi-Furnished,0,yes,6982902.23
H0323,2712,5,2,33,Hyderabad, Unfurnished,3,yes,9139996.59
H0452,1820,3,,21,Pune, Unfurnished,2,N,7154632.38
H0314,3012,2,1,26,Bengaluru,Semi-Furnished,0,yes,71940145.02
H0351,2401,5,1,11,Delhi,unfurnished,1,No,12130751.43
H0081,2708,4,3,10,Pune,SEMI-FURNISHED,2,Yes,10620375.05
H0024,1098,3,2,2,Chennai,furnished,3,yes,4915287.21
H0027,4466,5,4,18,Mumbai,SEMI-FURNISHED,1,Yes,27779128.32
H0368,1166,2,1,33,Bengaluru,semi-furnished,3,YES,5600121.15
H0301,2835,4,,27,Mumbai,Furnished,2,yes,19249635.19
H0337,1097,1,1,8,Pune, Unfurnished,2,Y,4085153.97
H0345,582,5,1,11,Pune,FURNISHED,0,yes,2845673.49
H0261,2294,3,2,27,Hyderabad, Furnished ,2,Yes,8581014.1
H0383,3327,1,1,9,Chennai,semi-furnished,2,yes,11402456.54
H0331,2205,3,4,8,Chennai,UNFURNISHED,2,yes,8010601.85
H0297,3987,2,2,26,Delhi,semi-furnished,2,YES,20245563.6
H0158,2028,1,2,13,Delhi,Unfurnished,1,N,10101779.54
H0404,1855,4,3,27,Hyderabad,semi-furnished,0,yes,6840511.37
H0406,1428,4,3,27,Delhi,FURNISHED,2,YES,8451550.13
H0188,1357,2,1,32,Mumbai,FURNISHED,2,YES,8883671.56
H0245,1760,4,2,7,Mumbai, Furnished ,3,No,12377236.8
H0243,2104,3,1,8,Chennai,Semi-Furnished,3,yes,7538139.46
H0467,2393,4,4,4,Delhi,UNFURNISHED,2,YES,12341104.16
H0353,2652,1,1,18,Chennai,semi-furnished,3,Yes,9393012.17
H0394,3906,3,3,27,Mumbai,semi-furnished,1,Yes,24184240.28
H0159,3963,3,2,25,Delhi,SEMI-FURNISHED,3,YES,20386814.77
H0457,983,1,,27,Mumbai,Furnished,0,Y,6716325.77
H0434,1405,2,2,26,Mumbai, Unfurnished,2,Yes,8615633.39
H0242,2794,5,2,1,Pune,semi-furnished,3,NO,11204263.77
H0416,1758,5,2,26,Hyderabad, Unfurnished,0,Yes,6052457.28
H0354,3048,4,3,32,Mumbai,UNFURNISHED,0,yes,18371281.21
H0487,3254,4,1,5,Bengaluru,unfurnished,3,Y,15241644.57
H0094,2975,4,2,32,Mumbai,UNFURNISHED,2,YES,17814794.3
H0196,2460,3,2,29,Hyderabad,UNFURNISHED,2,yes,8178736.78
H0153,3481,2,3,29,Bengaluru,unfurnished,0,NO,15927401.47
H0011,1759,5,3,11,Delhi,semi-furnished,3,NO,10082606.06
H0318,1703,2,2,26,Hyderabad,SEMI-FURNISHED,2,Y,6241773.48
H0453,4453,2,1,0,Delhi,SEMI-FURNISHED,0,yes,22654049.68
H0270,2891,3,2,1,Pune,unfurnished,2,N,10659086.1
H0221,1988,4,3,24,Chennai, Furnished ,0,YES,8071327.73
H0459,818,5,3,11,Chennai,UNFURNISHED,3,Yes,3609863.29
H0074,3589,5,2,25,Bengaluru,unfurnished,0,Y,16794402.25
H0075,2473,3,1,2,Delhi,Semi-Furnished,3,no,13223239.58
H0175,2178,1,2,17,Mumbai,,3,yes,12822902.92
H0492,4012,5,4,24,Chennai,Furnished,2,Y,15930140.49
H0503,4263,2,3,0,Delhi,,1,YES,24295019.15
H0210,3202,4,2,11,Hyderabad,UNFURNISHED,0,yes,11118647.56
H0003,3493,5,4,17,Hyderabad,unfurnished,0,NO,12319613.45
H0501,1730,2,2,7,Bengaluru,Furnished,0,Y,9097170.44
H0267,4133,1,2,30,Bengaluru,Unfurnished,1,YES,18796395.95
H0072,2060,4,3,28,Chennai,FURNISHED,2,no,7952879.99
H0448,3680,3,,0,Chennai, Furnished ,3,Yes,14325442.91
H0202,2105,5,2,34,Delhi,semi-furnished,1,Y,11383336.98
H0279,1531,5,4,32,Delhi,SEMI-FURNISHED,2,No,8423072.12
H0393,4480,4,4,22,Chennai,semi-furnished,2,YES,15523460.73
H0265,2098,3,4,28,Bengaluru,Semi-Furnished,2,Y,10155877.69
H0421,4186,1,1,33,Bengaluru,SEMI-FURNISHED,3,Yes,19573362.45
H0026,4133,5,4,24,Chennai,Unfurnished,3,YES,13951565.04
H0042,1306,2,3,25,Pune,,2,YES,5199478.76
H0105,541,1,,1,Delhi,unfurnished,2,Yes,2874747.12
H0496,1849,5,4,29,Pune,Unfurnished,0,yes,7202936.86
H0271,2813,1,1,22,Bengaluru, Unfurnished,2,Yes,12848728.32
H0216,2047,3,4,33,Bengaluru,Unfurnished,3,yes,9553903.5
H0328,4197,2,3,4,Chennai, Unfurnished,0,yes,13995875.24
H0321,977,4,1,5,Delhi,SEMI-FURNISHED,2,no,5400489.72
H0141,826,3,1,8,Mumbai,Semi-Furnished,2,Yes,5263265.67
H0038,730,1,1,9,Mumbai, Unfurnished,0,yes,4471232.38
H0013,1263,2,,4,Chennai,Unfurnished,3,NO,4193668.26
H0147,1372,5,3,33,Mumbai,SEMI-FURNISHED,2,YES,8833187.66
H0511,3532,1,2,0,Mumbai,Unfurnished,0,yes,20623832.1
H0168,3918,4,1,22,Pune,semi-furnished,1,NO,15103926.17
H0166,3790,2,1,0,Delhi,UNFURNISHED,2,Y,18921457.69
H0123,1619,3,3,25,Pune,Furnished,2,yes,7204235.83
H0172,3371,1,1,16,Delhi,SEMI-FURNISHED,3,Yes,434476652.02
H0117,3543,5,4,24,Bengaluru,SEMI-FURNISHED,3,Y,17483096.57
H0371,3520,4,1,30,Chennai,SEMI-FURNISHED,3,Y,12605583.77
H0182,2331,3,,31,Hyderabad,Unfurnished,0,no,7513751.98
H0376,3032,3,3,3,Hyderabad,FURNISHED,0,Yes,11829502.32
H0419,1934,4,3,3,Chennai,semi-furnished,1,no,7486128.17
H0385,2228,1,2,10,Pune,UNFURNISHED,0,Yes,7914054.79
H0306,2285,5,4,2,Chennai,FURNISHED,1,no,9669913.59
H0289,812,2,3,24,Delhi,Semi-Furnished,3,Y,4310128.32
H0479,1590,2,3,12,Hyderabad,FURNISHED,2,No,6038482.86
H0146,4018,4,2,34,Delhi,furnished,0,no,22551329.89
H0092,2762,4,3,33,Chennai,UNFURNISHED,3,Yes,9478379.0
H0040,4178,2,3,9,Pune,UNFURNISHED,2,NO,15338011.81
H0019,1212,3,3,15,Hyderabad,Unfurnished,3,Y,4551946.61
H0106,4352,4,1,30,Delhi,Unfurnished,1,Y,21073671.14
H0113,3893,5,4,5,Hyderabad,semi-furnished,3,Y,14433913.47
H0382,2166,4,2,25,Pune,Unfurnished,0,yes,8144171.69
H0303,699,5,1,5,Delhi, Furnished ,0,no,4616189.17
H0195,2533,5,1,29,Delhi,Unfurnished,2,NO,12973090.14
H0100,4285,1,2,11,Chennai, Unfurnished,1,Yes,14040604.47
H0300,2430,2,3,26,Delhi,unfurnished,1,Y,12190528.63
H0486,708,5,2,17,Hyderabad,Furnished,3,YES,3542442.56
